南投縣水里鄉,人和村民生巷3號 - 水保局_人和國小,81H94
南投縣鹿谷鄉,(鳳凰鳥園旁)_鳳凰,C0I09
南投縣埔里鎮,麒麟里4鄰武界路31號_北坑,C1I26
南投縣南投市,鳳鳴里八卦路894號(西嶺國小對面)_六分寮,C1H97
南投縣埔里鎮,大城里大城路169號(縣立大成國中)_埔里,C0H89
嘉義縣中埔鄉,中埔村128號(中埔鄉公所)_中埔,C0M64
雲林縣口湖鄉,口湖村中正路一段280號(口湖消防分隊)_口湖,C1K54
南投縣國姓鄉,南港村九份二山(921地震紀念公園)_九份二山,C1I23
南投縣仁愛鄉,曲冰段萬大林道7.2K附近_萬大林道,C0I49
臺南市白河區,中山路6號(白河消防分隊)_白河,C0X21
嘉義市西區,北新里海口寮路56號_嘉義,46748
南投縣魚池鄉,日月村中正路211巷1號 - 水保局_德化國小,81H92
宜蘭縣大同鄉,南山村4鄰埤南巷31-3號(南山國小)_南山,C1U72
臺南市東山區,東原村23鄰8號(東原國小) - 第5河川局_東原,01O19
南投縣竹山鎮,(樟空倫山三角點附近)_大鞍,C1I12
雲林縣北港鎮,成功路30號(北辰國小) - 第5河川局_北港(2),O1J81
南投縣魚池鄉,東池村魚池街194號(衛生所)_魚池,C0I37
宜蘭縣大同鄉,太平村太平巷 - 第1河川局_太平山(1),01U56
臺南市新化區,口埤18號(新化分場)_虎頭埤,C0O97
新竹縣關西鎮,錦山里2鄰錦山21號 - 水保局_錦山派出所,81D62
花蓮縣秀林鄉,和平村 - 水保局_水保局和中,88T83
新北市雙溪區,上林村內平林60號 - 第1河川局_上林國小,O1AH2
南投縣仁愛鄉,(昆陽警察局「太魯閣國家公園」石碑後)_昆陽,C0H99
南投縣中寮鄉,清水村龍林巷4鄰58-6號_蘆竹湳,C1I21
宜蘭縣大同鄉,四季村(留茂安派出所) - 第1河川局_留茂安,01U07
臺中市和平區,東崎路二段4號 - 第3河川局_雙崎(2),O1F39
宜蘭縣南澳鄉,澳花村(澳花國小) - 第1河川局_大濁水,01U23
臺南市玉井區,(台糖玉井糖廠)_玉井,C0O93
宜蘭縣大同鄉,南山村(南山派出所) - 第1河川局_南山,01U08
嘉義縣阿里山鄉,來吉村 - 第4河川局_外來吉,O1M65
南投縣仁愛鄉,台14線(埔里事業區107林班)_楓樹林,C1I33
嘉義縣大林鎮,中坑里芎蕉山41號 - 第5河川局_中坑(3),01L91
臺中市和平區,(雪嶺地區八仙山事業區60林班、小雪山莊後山)_雪嶺,C1F94
新竹縣寶山鄉,寶新路二段475號 - 第2河川局_新城國小,O1D57
嘉義市東區,親水路123號(第5河川局水情中心)_嘉義市東區,C0M73
雲林縣水林鄉,水北村水林路12號(水林鄉公所)_水林,C0K51
臺南市六甲區,王爺里24號(六甲國小湖東分校)_王爺宮,C0O84
南投縣中寮鄉,復興村初中巷50號(中寮國中)_中寮,C0H95
南投縣國姓鄉,南港村 - 水保局_水保局九份二山,81I52
嘉義縣溪口鄉,妙崙村下崙52號(水利會溪口工作站) - 第5河川局_溪口(3),01M01
花蓮縣秀林鄉,(龍澗發電廠旁)_龍澗,C1T98
彰化縣鹿港鎮,海埔里顏厝巷67號_鹿港,C0G64
南投縣國姓鄉,北港村國姓路63號 - 水保局_北港國小,81H96
彰化縣花壇鄉,中庄村中橋街226號(華南國小)_花壇,C0G79
南投縣竹山鎮,中心崙林道4.1K_中心崙,C1I20
彰化縣溪州鄉,大庄村中橫巷1號(大莊國小)_下水埔,C1G69
南投縣國姓鄉,民族街40號(老人文康活動中心)_國姓,C0I42
新竹縣寶山鄉,新湖路280號_寶山,C0D58
嘉義縣溪口鄉,中正東路103號(溪口國中學生活動中心)_溪口,C0M66
嘉義縣梅山鄉,太和村 - 水保局_太和村,81M68
南投縣水里鄉,玉峰村仁愛路三號 - 水保局_玉峰國小,81H93
南投縣埔里鎮,中心路2K(埔里高工旁)_鯉潭,C1I25
南投縣草屯鎮,雙冬里_雙冬,C1H94
苗栗縣南庄鄉,東村文化路3號(南庄國小)_南庄,C0E43
嘉義縣東石鄉,東石村3號(東石鄉公所)_東石,C0M71
臺中市清水區,護岸路37號(高美國小)_清水,C0F9P
新北市瑞芳區,(鼻頭角燈塔旁)_鼻頭角,C0A95
南投縣竹山鎮,鯉南路338號_桶頭,C1I13
嘉義縣大林鎮,新興街110號(大林地政事務所)_大林,C0M67
臺中市和平區,平等村武陵路3號(武陵農場)_武陵,D2F23
花蓮縣豐濱鄉,新社村9鄰東興18-1號 - 水保局_東興部落,81T87
苗栗縣大湖鄉,大寮村5鄰竹高屋34-1號附近_大湖,C0E52
雲林縣北港鎮,大同路565號(北港消防分隊)_北港,C0K41
南投縣國姓鄉,福龜村長壽巷83號 - 水保局_福龜國小,81H95
新竹縣峨眉鄉,峨眉村峨眉街54號(峨眉國中)_峨眉,C0D43
雲林縣口湖鄉,湖口村170號(央廣口湖分台)_宜梧,C0K29
臺中市和平區,梨山里福壽路29號(福壽山農場)_梨山,C0F86
南投縣信義鄉,地利村5鄰開信巷98-3號_青雲,C1I15
新竹市香山區,長興路500巷17弄6號_香山,C0D57
彰化縣芳苑鄉,仁愛村斗苑路芳苑段211號(芳苑國中)_芳苑,C0G87
苗栗縣頭份鎮,流東里信德路58號 - 第2河川局_珊珠湖,01E24
臺中市神岡區,三民路639號(圳堵國小)_神岡,C0F9I
苗栗縣頭份市,中正路219號(頭份國小)_頭份,C0E73
臺南市官田區,中山路一段132號(官田區公所)_官田,C0X13
南投縣仁愛鄉,親愛村萬大水庫宿舍旁_萬大,C1I02
南投縣竹山鎮,桶頭里活動中心 - 第4河川局_桶頭(2),01H11
花蓮縣新城鄉,北埔村光復路485號(水利會新城工作站) - 第9河川局_北埔,01T50
新竹市香山區,內湖路109號 - 第2河川局_內湖國小,O1D58
屏東縣春日鄉,士文村65號(古華國小士文分校) - 第7河川局_士文,01R04
臺中市大雅區,(中科臺中園區)_大雅,C0F9X
雲林縣虎尾鎮,林森路一段64號(中正國小)_虎尾,C0K33
雲林縣古坑鄉,荷苞村山峰17號(山峰國小) - 第5河川局_水利署雲林大埔,01J96
南投縣國姓鄉,長豐村東二巷71號(仙徠山莊)_長豐,C1H92
南投縣魚池鄉,水社村中山路270巷14號_日月潭,46765
臺中市烏日區,中山路二段196號(烏日國小)_烏日,C0F9S
臺中市霧峰區,峰谷路496號 - 水保局_峰谷國小,81F90
臺中市大肚區,瑞井里遊園路一段2號(監理所)_大肚,C0F00
南投縣草屯鎮,中山里草鞋墩1街8號(草屯鎮公所)_草屯,C0H96
苗栗縣竹南鎮,大埔里仁愛路1092號(大埔國小)_竹南,C0E42
新竹縣竹北市,光明五街60號_新竹,46757
臺北市北投區,竹子湖產業道路3K+200(青菜園餐廳附近) - 北市府大地工程處_竹湖,A1AD2
苗栗縣三義鄉,火炎山 - 水保局_火炎山,81E88
宜蘭縣頭城鎮,濱海路七段65號 - 水保局_大里國小,81U89
苗栗縣大湖鄉,民族路42號 - 第2河川局_大湖(1),01E27
臺中市大安區,中庄里中山南路296號(大安國小)_大安,C0F9K
南投縣集集鎮,林尾里公館巷3號 - 第4河川局_集集(2),00H71
彰化縣彰化市,進德路1號(地理系)_彰師大,A0G72
新北市貢寮區,(遊客中心後)_福隆,C0A88
苗栗縣造橋鄉,造橋村14鄰3號(造橋國小)_造橋,C0E74
南投縣仁愛鄉,法治村_武界,C1I03
新竹縣橫山鄉,橫山村橫山段426-6地號_橫山,C0D54
雲林縣土庫鎮,建國路41號(土庫消防分隊)_土庫,C0K39
臺南市柳營區,果毅里61號(果毅國小)_柳營,C0X27
臺中市太平區,東汴里山田路10號(陳平利果園) - 第3河川局_頭汴坑,01F68
彰化縣埔鹽鄉,永樂村永樂路600號(永樂國小)_埔鹽,C0G80
臺中市西屯區,西屯路二段300號(西屯國小)_西屯,C0F9T
雲林縣崙背鄉,阿勸村阿勸段487號(阿勸農場)_崙背,C0K25
新北市三峽區,鳶山里中山路551號(板新給水廠) - 第10河川局_水利署三峽,01A22
新北市瑞芳區,弓橋里 - 水保局_大粗坑,81AI3
苗栗縣泰安鄉,(八卦派出所附近)_八卦,C1E70
南投縣南投市,鳳鳴里八卦路839號(社區活動中心) - 第3河川局_六分寮,01H59
雲林縣大埤鄉,中山路8號(大埤鄉公所)_大埤,C0K45
嘉義縣梅山鄉,(瑞里派出所附近、公墓旁)_瑞里,C1M62
南投縣竹山鎮,集山路二段345號 - 水保局_車籠埔,81H98
南投縣仁愛鄉,新生村山林巷1號(中興大學惠蓀林場) - 第3河川局_惠蓀(2),00H81
宜蘭縣大同鄉,四季村和勳巷1號(四季國小) - 第1河川局_四季,01U78
苗栗縣苗栗市,中正路241號(建功國小)_苗栗,C0E75
南投縣仁愛鄉,大同村(翠峰派出所) - 第4河川局_翠峰,01H31
新竹縣五峰鄉,桃山村民石380號(雪霸農場)_雪霸,C0D55
苗栗縣南庄鄉,東村大同路3號(南庄鄉公所) - 第2河川局_南庄(1),01E17
臺南市新市區,永就里53號(番子寮農場)_新市,C0O98
宜蘭縣大同鄉,寒溪村 - 水保局_水保局寒溪A,88U83
苗栗縣泰安鄉,錦水村10鄰橫龍山52號(橫龍山派出所) - 第2河川局_橫龍山,01E03
雲林縣四湖鄉,湖西村中正路766號(四湖國中)_四湖,C0K28
臺南市新化區,東榮里中興路42巷36號(虎頭埤水庫) - 第6河川局_虎頭埤,01O71
雲林縣西螺鎮,永安里中山路(水利會西螺工作站) - 第4河川局_西螺(2),01J10
苗栗縣造橋鄉,龍昇村新庄子10-7號 - 第2河川局_大潭,01E39
彰化縣福興鄉,員鹿路二段270號(福興國中)_福興,C0G77
苗栗縣泰安鄉,橫龍古道(大湖事業區18林班)_泰安,C1E72
花蓮縣花蓮市,花崗街24號_花蓮,46699
新北市坪林區,石曹村碧湖路7號附近 - 第10河川局_水利署碧湖,01A19
新北市貢寮區,(三貂角燈塔旁)_三貂角,C0A97
臺南市左鎮區,中正里171號之4(左鎮區公所)_左鎮,C0X20
南投縣信義鄉,(丹大事業區16林班)_卡奈托灣,C1I14
臺中市太平區,136縣道9.5K_清水林,C1F9J
彰化縣溪州鄉,溪下路四段560號(溪州鄉公所)_溪州,C0G72
臺中市東勢區,東蘭路 - 第3河川局_卓蘭(2),01E23
南投縣竹山鎮,延和里向學街32號(竹山國小)_竹山,C0I11
宜蘭縣大同鄉,太平林道22.3K(太平山93林班)_太平山,C0U71
宜蘭縣南澳鄉,金洋村(村辦公室) - 第1河川局_樟林,01U45
苗栗縣泰安鄉,錦水村(離泰安方向、瞭望台旁)_馬都安,C0E61
彰化縣二林鎮,萬興里(水利會萬興工作站) - 第4河川局_萬興(2),01G24
臺南市六甲區,王爺里王爺宮9鄰24號(湖東國小) - 第6河川局_王爺宮,01O75
南投縣草屯鎮,健行路65巷90號 - 水保局_平林國小,81H91
臺南市新營區,中正路30號(新營市代會)_新營,C0X25
宜蘭縣冬山鄉,(中山瀑布附近)_新寮,C1U69
雲林縣林內鄉,林中村中正路388號(水利會林內工作站) - 第5河川局_林內(1),01J93
宜蘭縣冬山鄉,中山村中山路126號 - 第1河川局_新寮(1),01U12
新北市平溪區,東勢村番子坑34-2號 - 第10河川局_水利署火燒寮,01A20
苗栗縣三灣鄉,大河村48號(大河派出所)_大河,C0E85
宜蘭縣礁溪鄉,二結村1鄰9-1號(宜蘭大學實驗林場)_大礁溪,C1U61
臺中市和平區,台8甲線69K-70K、勝利路接翠巒產業道路6.2K_德基,C1F9W
臺南市南化區,大竹坑村(43林班) - 第6河川局_大竹坑,O1N1A
彰化縣二林鎮,仁愛路200號(二林消防分隊)_二林,C0G73
臺南市大內區,環湖里10號(大內國小鳴頭分校)_環湖,C1O85
南投縣名間鄉,董門巷2號(立體停車場)_名間,C0I41
新北市雙溪區,長源里柑腳3號 - 水保局_柑林國小,81AH7
雲林縣西螺鎮,公正路211號(西螺消防分隊)_西螺,C0K42
花蓮縣秀林鄉,(雙露山)_三棧,C1Z09
新竹縣橫山鄉,內灣村3鄰110號 - 水保局_內灣國小,81D65
彰化縣埤頭鄉,大湖村大湖路260號(大湖國小)_埤頭,C0G83
臺中市霧峰區,桐林里民生路(桐林國小斜對面)_桐林,C1F9B
澎湖縣馬公市,新興路2號_澎湖,46735
新北市瑞芳區,靜安路四段1巷1號(五分山雷達站旁)_五分山,C0AH3
新竹縣五峰鄉,桃山村_白蘭,C1D41
宜蘭縣壯圍鄉,壯五路40號(壯圍國小)_壯圍,C0U62
苗栗縣後龍鎮,(後龍溪橋旁)_後龍,C0E54
桃園市龍潭區,中興路726號(龍潭消防分隊)_龍潭,C0C67
雲林縣東勢鄉,東南村所前街3號(東勢鄉公所)_東勢,C0K52
臺中市和平區,(博愛國小谷關分校附近)_上谷關,C1F87
雲林縣古坑鄉,華山村 - 水保局_華山,81K57
桃園市大溪區,員林路二段450號(員樹林國小)_大溪,C0C63
彰化縣大城鄉,東城村中平路185號(大城鄉公所)_大城,C0G74
苗栗縣泰安鄉,大興村(泰安國小附近)_南勢山,C1E68
臺中市潭子區,中山路二段435號(潭子國小)_潭子,C0F9O
苗栗縣西湖鄉,二湖村2鄰22號(僑文國小)_西湖,C0E81
彰化縣二水鄉,文化村119號(二水國小)_二水,C0G88
臺中市東勢區,台8線10.5K(往馬鞍農場方向)_慶福山,C1F9G
臺中市北區,精武路295號_臺中,46749
雲林縣二崙鄉,中正路80號(二崙消防分隊)_二崙,C0K44
苗栗縣泰安鄉,(雪霸國家二本松解說站旁)_松安,C1E46
雲林縣古坑鄉,麻園村1-10號_古坑,C2K57
臺中市大甲區,開元路71號(大甲高工)_大甲,C0F93
苗栗縣頭屋鄉,(明德水庫水利工作站)_明德,C0E55
雲林縣臺西鄉,中山路110巷38號(臺西消防分隊)_臺西,C0K53
雲林縣林內鄉,坪頂村 - 水保局_坪頂,81K58
臺南市善化區,益民寮60號(亞洲蔬菜研究發展中心)_善化,C0O90
南投縣仁愛鄉,南豐村 - 水保局_南豐,88H89
澎湖縣望安鄉,花嶼村2號(花嶼國小)_花嶼,C0W13
南投縣仁愛鄉,大同村仁和路136號(台14甲線19K-19.5K長途通信機房旁)_翠峰,C1H00
彰化縣竹塘鄉,永安村東陽路二段221號(永安派出所)_竹塘,C0G75
雲林縣古坑鄉,中山路393號(古坑消防分隊)_古坑,C0K49
南投縣南投市,玉井街5號(南投市公所)_南投,C0I46
臺中市和平區,博愛里 - 水保局_松鶴,81F0B
苗栗縣獅潭鄉,(公所圖書館)_獅潭,C0E82
彰化縣伸港鄉,新港村和平路60號(新港國小)_伸港,C0G89
臺中市后里區,甲后路110號(后里國小)_后里,C0F9L
新北市雙溪區,雙溪里(社區活動中心旁花圃)_雙溪,C0A89
臺中市新社區,福興里福民路13號_白毛台,C1F9D
桃園市復興區,澤仁里中正路248號(介壽國中)_復興,C0C46
臺中市北屯區,軍福十三路268號(東山消防分隊)_大坑,C0F97
苗栗縣通霄鎮,城北里1鄰13號(城中國小)_通霄,C0E59
臺中市梧棲區,臺灣大道十段2號6樓(海港大樓)_梧棲,46777
新竹縣關西鎮,北斗里北門口41號(關西國中)_關西,C0D39
臺中市東勢區,詒福段163地號(台電門口)_新伯公,C1F91
臺中市南屯區,黎明路一段968號(南屯國小)_南屯,C0F9U
新竹縣新埔鎮,下寮里43號(義民廟右方路旁)_新埔,C1D38
宜蘭縣員山鄉,_雙連埤,C0U52
臺南市東山區,東河里54號(東河水利工作站)_東河,C0X05
桃園市平鎮區,中豐路山頂段375巷45號(山豐國小)_平鎮,C0C65
雲林縣元長鄉,長南村仁愛街2號(元長鄉公所)_元長,C0K50
臺中市和平區,中坑里中坑巷41號 - 水保局_中坑國小,81F88
苗栗縣苑裡鎮,信義路1號(苑裡鎮公所)_苑裡,C0E83
宜蘭縣頭城鎮,(北關海防班哨旁)_北關,C1U58
新北市三峽區,五寮里69號 - 水保局_五寮國小,81AI0
雲林縣斗南鎮,延平路二段266號(停一立體停車場)_斗南,C0K46
苗栗縣後龍鎮,南港里(南勢山)_南勢,C1E60
臺中市豐原區,豐榮里12鄰新生北路155號(豐原國小)_豐原,C0F9M
澎湖縣白沙鄉,吉貝村182-2號(吉貝遊客中心)_吉貝,A0W08
臺中市新社區,中和里(龍安橋附近)_龍安,C1F9E
新竹縣北埔鄉,大坪段內大坪小段36-54地號_外坪(五指山),C1D64
臺中市太平區,長龍路(中埔二號橋附近)_中竹林,C0F9A
南投縣名間鄉,埔中村11-3號_埔中,C1I28
嘉義縣梅山鄉,中山路282號(梅山鄉公所)_梅山,C0M77
南投縣仁愛鄉,裡冷溪林道(臺中市、南投縣交界)_阿眉,C1H9B
雲林縣古坑鄉,棋盤村棋山49號(棋山國小)_棋山,C0K56
澎湖縣望安鄉,東吉村156號_東吉島,46730
嘉義縣阿里山鄉,鄉樂野村 - 水保局_阿里山國小,81M66
臺中市新社區,大南里興中街46號(種苗改良繁殖場)_新社,C0F9V
苗栗縣三義鄉,廣盛村10鄰122號(三義高中)_三義,C0E53
南投縣仁愛鄉,互助村_清流,C1H90
桃園市楊梅區,金華街100號(楊心國小)_楊梅,C0C66
彰化縣秀水鄉,安東村中山路257號(秀水國小)_秀水,C0G78
苗栗縣公館鄉,鶴岡村178號(鶴岡國中)_公館,C1E77
臺中市龍井區,西里龍門路51號(龍井國小)_龍井,C0F9R
臺中市太平區,?仔坑路95號 - 水保局_坪廓分校,81F89
新竹市東區,復路二段321號(工研院光復院區6館)_新竹市東區,C0D66
雲林縣林內鄉,中正路685號(林內消防分隊)_林內,C0K47
臺中市大里區,文化街120號(塗城國小)_大里,C0F9N
桃園市新屋區,東興路二段946號_新屋,46705
臺北市內湖區,金龍產業道路(金面山步道0.6K) - 北市府大地工程處_金面,A1AG8
臺中市東勢區,勢林街(宏覺寺旁)_伯公龍,C1F9F
臺北市信義區,紫雲街43號附近 - 北市府大地工程處_挹翠,A1AC7
桃園市八德區,興仁里興豐路222號(八德國小)_八德,C0C49
新北市汐止區,中興路社后橋 - 第10河川局_社后橋,01AG0
新北市板橋區,大觀路二段265巷62號_板橋,46688
臺北市內湖區,東湖路115號 - 北市府水利處_東湖國小,A1AA5
新北市三峽區,復興路238號(三峽國中)_三峽,C0AC6
宜蘭縣礁溪鄉,大忠村大忠路 - 第1河川局_五峰,01U46
新北市新店區,莒光路29號_新店,A0A9M
新北市汐止區,(國軍示範公墓旁、復興廣播電臺前)_五指山,C0A87
臺北市信義區,信義福德街221巷(瑤池宮斜對面) - 北市府大地工程處_四獸,A1AG4
新竹縣新埔鎮,新北里8鄰大北坑28號_打鐵坑,C0D48
苗栗縣泰安鄉,梅園村 - 第3河川局_松安,01E08
臺北市士林區,(雙溪自來水廠) - 北市府水利處_水利處雙溪,A1AB8
臺北市中正區,水源路(中正橋、靠臺北市堤防) - 第10河川局_中正橋,01A41
新竹縣尖石鄉,養老村 - 石門水庫_白石,21D16
臺北市士林區,仰德大道四段75號 - 北市府水利處_格致國中,A1AA1
臺北市內湖區,內湖路一段520號(內湖高工)_內湖,C0A9F
南投縣仁愛鄉,大同村仁和路21號_廬山,C0I01
新竹縣五峰鄉, - 水保局_五峰國小,81D60
新北市平溪區,東勢里_火燒寮,C0A65
臺北市南港區,舊庄路二段(茶葉製造示範場停車場) - 北市府大地工程處_茶場,A1AD7
新竹縣關西鎮,東光里16張49號(富光國中) - 第2河川局_關西(3),01D30
臺北市南港區,南港路三段268號之1 - 北市府水利處_玉成,A1AB4
新北市鶯歌區,尖山埔路106號(鶯歌國小)_鶯歌,C0AD5
臺北市北投區,學園路2號(臺北城市科技大學)_關渡,C1AC5
新北市三峽區,插角里 - 第10河川局_大豹,01A21
桃園市復興區,高義里 - 石門水庫_高義,21C08
臺北市大同區,延平北路二段239號 - 北市府水利處_太平國小,A1A9X
臺北市中山區,北安路420號(大直高中)_大直,C0A9A
臺南市大內區,大內里63號(大內國小)_大內,C0O86
宜蘭縣員山鄉,(內城湖附近)_再連,C1U63
南投縣仁愛鄉,互助村清風路(三角公園附近) - 第3河川局_清流(1),01H72
宜蘭縣大同鄉,英土村(梵梵派出所) - 第1河川局_梵梵(2),01U06
新北市三峽區,有木里131號 - 水保局_有木國小,81AI2
新北市烏來區,福山里李茂岸8號(福山國小旁)_福山,C0A56
澎湖縣西嶼鄉,195號(西嶼燈塔)_西嶼,C0W12
苗栗縣獅潭鄉,和興村8鄰4號 - 第2河川局_和興,01E37
新北市石碇區,永安里 - 翡翠水庫_十三股,L1A82
基隆市仁愛區,港西街6號6樓(海港大樓)_基隆,46694
臺北市文山區,指南路三段2巷14號 - 北市府水利處_北政國中,A1AB0
新北市八里區,中山路二段338號(八里國小)_八里,C0AD1
新北市林口區,民治路25號 - 第10河川局_林口(1),01A16
臺南市南化區,南化里226-1號(南化衛生所) - 第6河川局_南化(2),01N85
臺北市北投區,復興三路312號 - 北市府水利處_大屯國小,A1A9T
新北市金山區,中興段404地號(磺港社區活動中心旁)_金山,C0A94
臺南市山上區,豐德里隙子口5-1號(中油豐德供油中心)_山上,C0X18
高雄市桃源區,寶山村寶山巷16號(寶山派出所) - 第7河川局_寶山,O1V51
新北市新店區,安康路三段800號 - 水保局_五城加油站,81AH8
臺北市士林區,至善路三段(原明德樂園附近) - 北市府大地工程處_大地工程處明德,A1AC8
桃園市中壢區,五權里(中央大學)_中壢,C0C52
新北市三峽區,竹坑路底 - 第10河川局_熊空山,01AG1
新北市淡水區,中正東路42巷6號_淡水,46690
臺北市信義區,福德街221巷15號 - 北市府水利處_?公國中,A1AA6
臺北市信義區,市府路1號(臺北市政府)_信義,C0AC7
宜蘭縣頭城鎮,(龜山島山頂401高地觀景台)_龜山島,C0U75
南投縣仁愛鄉,翠華村翠巒路21號 - 第3河川局_翠巒,01H21
新北市新店區, - 水保局_精忠,81AH4
臺北市中山區,(劍潭山廣播電臺斜對面) - 北市府大地工程處_劍潭,A1AG5
臺中市和平區,天輪里天輪巷42號(白冷國小)_白冷,C1F9C
新竹市北區,崧嶺路12巷38號 - 第2河川局_成德中學,O1D59
苗栗縣竹南鎮,大埔里仁愛路867號(水利會工作站) - 第2河川局_水利署大埔,01E12
臺北市文山區,指南路三段(水鋼琴社區附近) - 北市府大地工程處_指南,A1AC4
臺北市士林區,平菁街101號(平等國小)_平等,C0AH4
臺北市士林區,陽明山竹子湖路2號 - 第10河川局_竹子湖(2),01A42
新竹縣尖石鄉,新光村 - 石門水庫_鎮西堡,21D17
臺北市士林區,平菁街101號 - 北市府水利處_平等國小,A1AA2
臺北市南港區,興南路62號(東新國小)_南港,C0A9G
宜蘭縣大同鄉,松羅村鹿場路11號(松羅山頂瞭望亭旁)_玉蘭,C0U65
宜蘭縣冬山鄉,北成里(五結堤防堤頂) - 第1河川局_新北城,01U19
新北市瑞芳區,龍山里逢甲路360號(義方國小)_瑞芳,C0A66
臺北市北投區,(貴子坑水土保持戶外教室) - 北市府大地工程處_貴子,A1AD8
新竹縣尖石鄉,梅花村1鄰11號(梅花國小)_梅花,C0D36
宜蘭縣宜蘭市,力行路150號_宜蘭,46708
臺北市中山區,濱江街3號 - 北市府水利處_建國,A1AB5
新北市中和區,錦和路350號(錦和運動公園)_中和,C0AG9
桃園市楊梅區,豐野里1鄰151號(富崗水尾工作站)_水尾,C1C51
桃園市復興區,華峻里 - 石門水庫_嘎拉賀,21C09
臺北市松山區,新東街30巷1號 - 北市府水利處_民生國中,A1A9Y
臺北市北投區,石牌路一段139號(石牌國中)_石牌,C0A9B
宜蘭縣三星鄉,月眉街(運動公園)_三星,C1U66
新北市烏來區,后桶街49號孝義里5K-6K_桶後,C0A57
苗栗縣三灣鄉,大河村64號 - 第2河川局_大河,01E38
臺北市內湖區,安泰街(聖明宮後) - 北市府大地工程處_安泰,A1AD3
桃園市龜山區,舊路里振興路1169號(大埔國小)_龜山,C0C64
新竹縣五峰鄉,桃山村16鄰277號(清泉派出所宿舍) - 第2河川局_清泉,01D11
基隆市中正區,彭佳嶼路2號_彭佳嶼,46695
臺北市文山區,和興路2號 - 北市府水利處_埤腹,A1AB1
新北市深坑區,文化街45號(深坑國小)_深坑,C0AD2
新北市坪林區,坪林街114號(坪林國小附近) - 第10河川局_坪林,01A17
臺北市北投區,中央北路四段48號 - 北市府水利處_桃源國中,A1A9U
宜蘭縣大同鄉,_牛鬥,C1U50
新北市烏來區,信褔11號 - 水保局_信賢派出所,81AH9
宜蘭縣頭城鎮,濱海路四段250號 - 水保局_大溪國小,81U90
新北市坪林區,_坪林,C0A53
新竹縣新豐鄉,上坑村坑子口102-1號(小叮噹科學遊樂區)_新豐,C0D59
苗栗縣三義鄉,廣盛村80號 - 第2河川局_三義(2),01E29
臺北市士林區,萬溪產業道路支線1K+650 - 北市府大地工程處_溪山,A1AC9
桃園市大園區,埔心里25鄰中正東路一段189巷35號(埔心國小)_埔心,C0C54
基隆市七堵區,堵北里 - 第10河川局_五堵,01B03
臺北市北投區,陽明山竹子湖路111號_鞍部,46691
臺北市南港區,舊庄街一段100號 - 北市府水利處_舊莊國小,A1AA7
臺北市文山區,木柵路四段159巷14-1號(博嘉國小)_文山,C0AC8
苗栗縣公館鄉,開礦村9鄰143號 - 水保局_開礦國小,81E71
金門縣金湖鎮,后壟村31號(金門農試所)_金門(東),A0W03
新北市萬里區,瑪鋉路18號 - 水保局_萬里國小,81AH5
臺北市大安區,(福州山公園景觀平台旁) - 北市府大地工程處_福州,A1AG6
臺北市南港區,舊庄路一段(山豬窟垃圾衛生掩埋場附近) - 北市府大地工程處_舊莊,A1AC5
雲林縣斗六市,鎮北路345-1號(斗六消防分隊)_斗六,C0K40
新竹縣芎林鄉,王爺坑段83-7地號_飛鳳山,C1D63
嘉義縣竹崎鄉,(阿里山鐵路獨立山站、獨立山三角點)_獨立山,C1M48
新北市烏來區,大羅蘭村 - 第10河川局_福山,01A43
新竹縣尖石鄉,秀巒村 - 石門水庫_西丘斯山,21D35
臺北市士林區,至善路二段360號 - 北市府水利處_至善國中,A1AA3
新北市三重區,集美街10號(集美國小)_三重,C0A9I
雲林縣褒忠鄉,中勝路72號(褒忠國小) - 第5河川局_褒忠(2),01K06
新北市林口區,民治路25號(林口國中)_林口,C0A71
彰化縣鹿港鎮,頂番里彰草路(水利會頭汴工作站) - 第4河川局_頭汴,01G09
臺北市內湖區,內湖大湖街219巷(石崁山步道口) - 北市府大地工程處_大地工程處大湖,A1AG2
新北市貢寮區,吉林村內寮街55號 - 第1河川局_吉林國小,O1AH3
金門縣金城鎮,金水里西海路一段250號_金門,46711
臺北市士林區,福志路80巷9號旁 - 北市府水利處_福德,A1AB6
新北市汐止區,大同路二段394號(汐止國中)_汐止,C0AH0
新北市石門區,老梅村老梅路10號(老梅國小) - 第10河川局_水利署富貴角,01A35
桃園市復興區,羅浮里 - 石門水庫_霞雲,21C14
臺北市中正區,愛國東路158號 - 北市府水利處_中正國中,A1A9Z
臺北市士林區,天母東路116號(三玉國小)_天母,C0A9C
臺中市東勢區,東關路647號(雙崎工作站)_東勢,C0F85
宜蘭縣冬山鄉,大進路七路51號(大進國小)_寒溪,C1U67
桃園市大溪區,大艽芎古道(湳仔溝停車場) - 水保局_大艽芎古道,81C70
新北市新店區,屈尺里10鄰屈尺路55號(屈尺國小)_屈尺,C0A58
南投縣仁愛鄉,_瑞岩,C1H86
臺東縣臺東市,寶桑路24號 - 第8河川局_台東(7),01S61
臺北市中山區,劍南路(往至善路方向、正願寺後) - 北市府大地工程處_劍南,A1AD5
新北市平溪區,南山坪136號(停車場) - 第10河川局_平溪旅遊,NUP46
新竹縣尖石鄉,梅花村1鄰11號(梅花國小) - 第2河川局_梅花,01D18
臺北市萬華區,長順街64號 - 北市府水利處_雙園,A1AB2
新北市蘆洲區,三民路96號(三民高中)_蘆洲,C0AD3
