屏東縣潮州鎮,C0R220,1001302,22.5344,120.5400
屏東縣東港鎮,C0R430,1001303,22.4649,120.4417
屏東縣恆春鎮,467590,1001304,22.0039,120.7463
屏東縣萬丹鄉,C0R510,1001305,22.5878,120.4904
屏東縣長治鄉,C0R480,1001306,22.6931,120.5426
屏東縣麟洛鄉,C0R570,1001307,22.6573,120.5518
屏東縣九如鄉,C0R490,1001308,22.7405,120.4905
屏東縣里港鄉,C0R590,1001309,22.8002,120.4966
屏東縣鹽埔鄉,C0R160,1001310,22.7396,120.5308
屏東縣高樹鄉,C0R470,1001311,22.8264,120.6008
屏東縣萬巒鄉,C0R190,1001312,22.5923,120.6143
屏東縣內埔鄉,C0R150,1001313,22.7099,120.6399
屏東縣竹田鄉,C0R500,1001314,22.5849,120.5440
屏東縣新埤鄉,C0R550,1001315,22.4679,120.5829
屏東縣枋寮鄉,C0R380,1001316,22.3694,120.5896
屏東縣新園鄉,C0R560,1001317,22.5434,120.4616
屏東縣崁頂鄉,C0R520,1001318,22.5148,120.5069
屏東縣林邊鄉,C0R530,1001319,22.4308,120.5100
屏東縣南州鄉,C0R580,1001320,22.4926,120.5165
屏東縣佳冬鄉,C0R540,1001321,22.4195,120.5524
屏東縣琉球鄉,C0R270,1001322,22.3322,120.3622
屏東縣車城鄉,C1R320,1001323,22.0744,120.7162
屏東縣滿州鄉,C0R280,1001324,22.0760,120.8368
屏東縣枋山鄉,C0R400,1001325,22.1902,120.6927
屏東縣三地門鄉,,1001326,22.78656425,120.70059055
屏東縣霧臺鄉,,1001327,22.74814144999999,120.8029815
屏東縣瑪家鄉,C0R140,1001328,22.6829,120.6866
屏東縣泰武鄉,C0R600,1001329,22.5882,120.6649
屏東縣來義鄉,,1001330,22.50232515,120.6867268
屏東縣春日鄉,C0R260,1001331,22.3704,120.6283
屏東縣獅子鄉,,1001332,22.23933465,120.74637335
屏東縣牡丹鄉,C0R420,1001333,22.1678,120.8406
臺東縣臺東市,467660,1001401,22.7522,121.1546
臺東縣成功鎮,467610,1001402,23.0975,121.3734
臺東縣關山鎮,,1001403,23.0540174,121.17834805
臺東縣卑南鄉,C0S700,1001404,22.6849,121.0056
臺東縣鹿野鄉,C0S710,1001405,22.9170,121.1228
臺東縣池上鄉,C0S740,1001406,23.1196,121.2095
臺東縣東河鄉,C0S810,1001407,22.9727,121.3040
臺東縣長濱鄉,C0S830,1001408,23.2868,121.4120
臺東縣太麻里鄉,,1001409,22.5793573,120.9868468
臺東縣大武鄉,467540,1001410,22.3557,120.9038
臺東縣綠島鄉,C0S730,1001411,22.6672,121.4753
臺東縣海端鄉,C0S750,1001412,23.2484,120.9861
臺東縣延平鄉,C0S680,1001413,22.9198,121.0392
臺東縣金峰鄉,C1S820,1001414,22.5910,120.9332
臺東縣達仁鄉,C0S840,1001415,22.2797,120.8892
臺東縣蘭嶼鄉,467620,1001416,22.0370,121.5583
花蓮縣花蓮市,466990,1001501,23.9751,121.6133
花蓮縣鳳林鎮,C0T9G0,1001502,23.7358,121.4198
花蓮縣玉里鎮,C0Z061,1001503,23.3215,121.3397
花蓮縣新城鄉,C0T841,1001504,24.0379,121.6095
花蓮縣吉安鄉,C1T850,1001505,23.9733,121.5628
花蓮縣壽豐鄉,C0T870,1001506,23.9356,121.5089
花蓮縣光復鄉,C0T960,1001507,23.6607,121.4250
花蓮縣豐濱鄉,C0T9H0,1001508,23.6829,121.5274
花蓮縣瑞穗鄉,C0Z070,1001509,23.4681,121.3741
花蓮縣富里鄉,C0Z020,1001510,23.2087,121.2623
